CustomerID,Name,Segment
TT-21265,Tim Taslimi,Corporate
KC-16255,Karen Carlisle,Corporate
AH-10690,Anna Häberlin,Corporate
IM-15055,Ionia McGrath,Consumer
ON-18715,Odella Nelson,Corporate
PM-18940,Paul MacIntyre,Consumer
ER-13855,Elpida Rittenbach,Corporate
MF-17665,Maureen Fritzler,Corporate
LM-17065,Liz MacKendrick,Consumer
BT-11485,Brad Thomas,Home Office
PB-19210,Phillip Breyer,Corporate
CH-12070,Cathy Hwang,Home Office
DE-13255,Deanra Eno,Home Office
MP-17470,Mark Packer,Home Office
JD-15895,Jonathan Doherty,Corporate
LC-16960,Lindsay Castell,Home Office
CM-12445,Chuck Magee,Consumer
SS-20590,Sonia Sunley,Consumer
MS-17530,MaryBeth Skach,Consumer
IM-15070,Irene Maddox,Consumer
GH-14485,Gene Hale,Corporate
JJ-15445,Jennifer Jackson,Consumer
RH-19510,Rick Huthwaite,Home Office
CC-12100,Chad Cunningham,Home Office
PW-19240,Pierre Wener,Consumer
JS-15940,Joni Sundaresam,Home Office
JW-16075,Julia West,Consumer
CR-12625,Corey Roper,Home Office
KT-16465,Kean Takahito,Consumer
MS-17830,Melanie Seite,Consumer
SS-20515,Shirley Schmidt,Home Office
CS-12130,Chad Sievert,Consumer
RP-19270,Rachel Payne,Corporate
AO-10810,Anthony O'Donnell,Corporate
TS-21160,Theresa Swint,Corporate
SM-20005,Sally Matthias,Consumer
RH-19555,Ritsa Hightower,Consumer
NF-18475,Neil Französisch,Home Office
AR-10570,Anemone Ratner,Consumer
SW-20755,Steven Ward,Corporate
RH-19600,Rob Haberlin,Consumer
DM-13525,Don Miller,Corporate
MG-17695,Maureen Gnade,Consumer
LD-16855,Lela Donovan,Corporate
Co-12640,Corey-Lock,Consumer
BS-11365,Bill Shonely,Corporate
BT-11440,Bobby Trafton,Consumer
KD-16270,Karen Daniels,Consumer
DJ-13420,Denny Joy,Corporate
BS-11665,Brian Stugart,Consumer
VD-21670,Valerie Dominguez,Consumer
TB-21280,Toby Braunhardt,Consumer
JR-15670,Jim Radford,Consumer
PK-18910,Paul Knutson,Home Office
SM-20905,Susan MacKendrick,Consumer
JL-15850,John Lucas,Consumer
RB-19645,Robert Barroso,Corporate
DF-13135,David Flashing,Consumer
CM-11935,Carlos Meador,Consumer
JB-15925,Joni Blumstein,Consumer
AG-10525,Andy Gerbode,Corporate
GP-14740,Guy Phonely,Corporate
SH-20635,Stefanie Holloman,Corporate
HD-14785,Harold Dahlen,Home Office
KW-16570,Kelly Williams,Consumer
LS-17230,Lycoris Saunders,Consumer
DH-13675,Duane Huffman,Home Office
SC-20020,Sam Craven,Consumer
PF-19120,Peter Fuller,Consumer
CC-12685,Craig Carroll,Consumer
DP-13165,David Philippe,Consumer
JJ-15760,Joel Jenkins,Home Office
VT-21700,Valerie Takahito,Home Office
JG-15115,Jack Garza,Consumer
PC-19000,Pauline Chand,Home Office
CM-12715,Craig Molinari,Corporate
RE-19405,Ricardo Emerson,Consumer
GR-14560,Georgia Rosenberg,Corporate
NB-18580,Nicole Brennan,Corporate
